TID: [2024-07-09 12:35:37,269]  INFO {org.wso2.config.mapper.ConfigParser} - Initializing configurations with deployment configurations {org.wso2.config.mapper.ConfigParser}
TID: [] [] [2024-07-09 12:36:12,482]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : jmsEventPublisher2.xml
TID: [] [] [2024-07-09 12:36:12,485]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,485]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : jmsEventPublisher2
TID: [] [] [2024-07-09 12:36:12,498]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_app_10PerMin.siddhiql
TID: [] [] [2024-07-09 12:36:12,504]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_app_20PerMin.siddhiql
TID: [] [] [2024-07-09 12:36:12,510]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_app_50PerMin.siddhiql
TID: [] [] [2024-07-09 12:36:12,515]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_resource_10KPerMin_default.siddhiql
TID: [] [] [2024-07-09 12:36:12,520]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_resource_20KPerMin_default.siddhiql
TID: [] [] [2024-07-09 12:36:12,526]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_resource_50KPerMin_defualt.siddhiql
TID: [] [] [2024-07-09 12:36:12,531]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_sub_Bronze.siddhiql
TID: [] [] [2024-07-09 12:36:12,538]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_sub_Gold.siddhiql
TID: [] [] [2024-07-09 12:36:12,543]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_sub_Silver.siddhiql
TID: [] [] [2024-07-09 12:36:12,548]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_sub_Unauthenticated.siddhiql
TID: [] [] [2024-07-09 12:36:12,553]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,555]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : jmsEventPublisher_1.10.0.xml
TID: [] [] [2024-07-09 12:36:12,556]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.1.0
TID: [] [] [2024-07-09 12:36:12,556]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : jmsEventPublisher-1.0.0
TID: [] [] [2024-07-09 12:36:12,556]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher undeployed successfully : jmsEventPublisher_1.10.0_2.xml
TID: [] [] [2024-07-09 12:36:12,557]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - WSO2EventConsumer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.1.0
TID: [] [] [2024-07-09 12:36:12,558]  INFO {org.wso2.carbon.event.publisher.core.EventPublisherDeployer} - Event Publisher configuration successfully deployed and in active state : jmsEventPublisher-1.0.0-2
TID: [] [] [2024-07-09 12:36:12,558]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : org.wso2.throttle.globalThrottle.stream:1.1.0
TID: [] [] [2024-07-09 12:36:12,559]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : RequestPreProcessorExecutionPlan.siddhiql
TID: [] [] [2024-07-09 12:36:12,561]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_app_10PerMin.siddhiql
TID: [] [] [2024-07-09 12:36:12,628]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,628]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,629]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : carbon.super_app_10PerMin
TID: [] [] [2024-07-09 12:36:12,629]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_app_20PerMin.siddhiql
TID: [] [] [2024-07-09 12:36:12,650]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,650]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,650]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : carbon.super_app_20PerMin
TID: [] [] [2024-07-09 12:36:12,650]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_app_50PerMin.siddhiql
TID: [] [] [2024-07-09 12:36:12,671]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,671]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,671]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : carbon.super_app_50PerMin
TID: [] [] [2024-07-09 12:36:12,671]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_resource_10KPerMin_default.siddhiql
TID: [] [] [2024-07-09 12:36:12,692]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,692]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,692]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : carbon.super_resource_10KPerMin_default
TID: [] [] [2024-07-09 12:36:12,693]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_resource_20KPerMin_default.siddhiql
TID: [] [] [2024-07-09 12:36:12,719]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,719]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,719]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : carbon.super_resource_20KPerMin_default
TID: [] [] [2024-07-09 12:36:12,719]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_resource_50KPerMin_defualt.siddhiql
TID: [] [] [2024-07-09 12:36:12,741]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,741]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,741]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : carbon.super_resource_50KPerMin_default
TID: [] [] [2024-07-09 12:36:12,741]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_sub_Bronze.siddhiql
TID: [] [] [2024-07-09 12:36:12,759]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,759]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,759]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : carbon.super_sub_Bronze
TID: [] [] [2024-07-09 12:36:12,759]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_sub_Gold.siddhiql
TID: [] [] [2024-07-09 12:36:12,778]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,778]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,778]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : carbon.super_sub_Gold
TID: [] [] [2024-07-09 12:36:12,778]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_sub_Silver.siddhiql
TID: [] [] [2024-07-09 12:36:12,797]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,797]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,797]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : carbon.super_sub_Silver
TID: [] [] [2024-07-09 12:36:12,797]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : carbon.super_sub_Unauthenticated.siddhiql
TID: [] [] [2024-07-09 12:36:12,815]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.globalThrottle.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,815]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,816]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : carbon.super_sub_Unauthenticated
TID: [] [] [2024-07-09 12:36:12,816]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,823]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver undeployed successfully: throttleEventReceiver.xml
TID: [] [] [2024-07-09 12:36:12,829]  INFO {org.wso2.carbon.event.input.adapter.core.internal.InputAdapterRuntime} - Connecting receiver throttleEventReceiver
TID: [] [] [2024-07-09 12:36:12,830]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,830]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver configuration successfully deployed and in active state: throttleEventReceiver
TID: [] [] [2024-07-09 12:36:12,830]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver undeployed successfully: throttleWSO2EventReceiver.xml
TID: [] [] [2024-07-09 12:36:12,832]  INFO {org.wso2.carbon.event.input.adapter.core.internal.InputAdapterRuntime} - Connecting receiver throttleWSO2EventReceiver
TID: [] [] [2024-07-09 12:36:12,832]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,832]  INFO {org.wso2.carbon.event.receiver.core.EventReceiverDeployer} - Event Receiver configuration successfully deployed and in active state: throttleWSO2EventReceiver
TID: [] [] [2024-07-09 12:36:12,832]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution Plan was undeployed successfully : RequestPreProcessorExecutionPlan.siddhiql
TID: [] [] [2024-07-09 12:36:12,848]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Producer added to the junction. Stream:org.wso2.throttle.processed.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,849]  INFO {org.wso2.carbon.event.stream.core.internal.EventJunction} - Consumer added to the junction. Stream:org.wso2.throttle.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:12,849]  INFO {org.wso2.carbon.event.processor.core.EventProcessorDeployer} - Execution plan is deployed successfully and in active state  : requestPreProcessorExecutionPlan
TID: [] [] [2024-07-09 12:36:12,849]  INFO {org.wso2.carbon.event.stream.core.EventStreamDeployer} - Stream definition is deployed successfully  : org.wso2.throttle.request.stream:1.0.0
TID: [] [] [2024-07-09 12:36:18,196]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/accountrecoveryendpoint].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\accountrecoveryendpoint]
TID: [] [] [2024-07-09 12:36:20,292]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/admin].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\admin]
TID: [] [] [2024-07-09 12:36:21,066]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/am/sample/calculator/v1].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\am#sample#calculator#v1.war]
TID: [] [] [2024-07-09 12:36:21,926]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/am/sample/pizzashack/v1].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\am#sample#pizzashack#v1.war]
TID: [] [] [2024-07-09 12:36:24,878]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/admin].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#am#admin.war]
TID: [] [] [2024-07-09 12:36:26,775]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/devops/v0].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#am#devops#v0.war]
TID: [] [] [2024-07-09 12:36:29,463]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/devportal].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#am#devportal.war]
TID: [] [] [2024-07-09 12:36:31,471]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/gateway/v2].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#am#gateway#v2.war]
TID: [] [] [2024-07-09 12:36:33,945]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/publisher].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#am#publisher.war]
TID: [] [] [2024-07-09 12:36:36,131]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/am/service-catalog/v1].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#am#service-catalog#v1.war]
TID: [] [] [2024-07-09 12:36:37,917]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/auth/v1.1].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#identity#auth#v1.1.war]
TID: [] [] [2024-07-09 12:36:39,662]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/consent-mgt/v1.0].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#identity#consent-mgt#v1.0.war]
TID: [] [] [2024-07-09 12:36:41,125]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/oauth2/dcr/v1.1].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#identity#oauth2#dcr#v1.1.war]
TID: [] [] [2024-07-09 12:36:42,588]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/oauth2/v1.0].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#identity#oauth2#v1.0.war]
TID: [] [] [2024-07-09 12:36:43,995]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/recovery/v0.9].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#identity#recovery#v0.9.war]
TID: [] [] [2024-07-09 12:36:44,891]  INFO {org.wso2.carbon.event.processor.manager.core.internal.CarbonEventManagementService} - Starting polling event receivers
TID: [] [] [2024-07-09 12:36:45,526]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/api/identity/user/v1.0].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\api#identity#user#v1.0.war]
TID: [] [] [2024-07-09 12:36:53,040]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/authenticationendpoint].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\authenticationendpoint]
TID: [] [] [2024-07-09 12:36:55,325]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/client-registration/v0.17].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\client-registration#v0.17.war]
TID: [] [] [2024-07-09 12:36:58,320]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/devportal].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\devportal]
TID: [] [] [2024-07-09 12:37:00,950]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/internal/data/v1].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\internal#data#v1.war]
TID: [] [] [2024-07-09 12:37:02,905]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/keymanager-operations].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\keymanager-operations.war]
TID: [] [] [2024-07-09 12:37:04,974]  WARN {org.wso2.carbon.application.deployer.internal.AppDeployerServiceComponent} - Waiting for required OSGi services: org.wso2.carbon.application.deployer.synapse.service.SynapseAppDeployerService,org.wso2.carbon.mediation.initializer.services.SynapseEnvironmentService,
TID: [] [] [2024-07-09 12:37:04,988]  WARN {org.wso2.carbon.core.internal.StartupFinalizerServiceComponent} - Waiting for required OSGi services: org.wso2.carbon.application.deployer.service.CappDeploymentService,org.wso2.carbon.server.admin.common.IServerAdmin,org.wso2.carbon.throttling.agent.ThrottlingAgent,
TID: [] [] [2024-07-09 12:37:05,077]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/oauth2].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\oauth2.war]
TID: [] [] [2024-07-09 12:37:07,215]  INFO {org.wso2.carbon.webapp.mgt.TomcatGenericWebappsDeployer} - Deployed webapp: StandardEngine[Catalina].StandardHost[localhost].StandardContext[/publisher].File[C:\Users\MAHMOU~2.ABD\DOWNLO~1\WSO2AM~1.0(1\WSO2AM~1.0\bin\..\repository\deployment\server\webapps\publisher]
TID: [] [] [2024-07-09 12:37:07,217]  INFO {org.apache.synapse.Axis2SynapseController} - Deploying the Synapse service...
TID: [] [] [2024-07-09 12:37:07,220]  INFO {org.apache.synapse.Axis2SynapseController} - Deploying Proxy services...
TID: [] [] [2024-07-09 12:37:07,220]  INFO {org.apache.synapse.Axis2SynapseController} - Deploying EventSources...
TID: [] [] [2024-07-09 12:37:07,290]  INFO {org.apache.synapse.inbound.InboundEndpoint} - Initializing Inbound Endpoint: WebSocketInboundEndpoint
TID: [] [] [2024-07-09 12:37:07,557]  INFO {org.wso2.carbon.inbound.endpoint.protocol.websocket.management.WebsocketEndpointManager} - Netty Listener starting on port 9099
TID: [] [] [2024-07-09 12:37:07,557]  INFO {org.apache.synapse.inbound.InboundEndpoint} - Initializing Inbound Endpoint: SecureWebSocketEP
TID: [] [] [2024-07-09 12:37:07,603]  INFO {org.wso2.carbon.inbound.endpoint.protocol.websocket.management.WebsocketEndpointManager} - Netty SSL Listener starting on port 8099
TID: [] [] [2024-07-09 12:37:07,603]  INFO {org.apache.synapse.inbound.InboundEndpoint} - Initializing Inbound Endpoint: WebhookServer
TID: [] [] [2024-07-09 12:37:07,644]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Pass-through WebhookServer Listener started on 0:0:0:0:0:0:0:0:9021
TID: [] [] [2024-07-09 12:37:07,644]  INFO {org.apache.synapse.inbound.InboundEndpoint} - Initializing Inbound Endpoint: SecureWebhookServer
TID: [] [] [2024-07-09 12:37:07,668]  INFO {org.apache.synapse.transport.passthru.core.PassThroughListeningIOReactorManager} - Pass-through SecureWebhookServer Listener started on 0:0:0:0:0:0:0:0:8021
TID: [] [] [2024-07-09 12:37:07,669]  INFO {org.apache.synapse.api.API} - {api:_OpenService_} Initializing API: _OpenService_
TID: [] [] [2024-07-09 12:37:07,670]  INFO {org.apache.synapse.ServerManager} - Server ready for processing...
TID: [] [] [2024-07-09 12:37:08,226]  INFO {org.wso2.carbon.apimgt.common.jms.factory.JMSConnectionFactory} - JMS ConnectionFactory : Siddhi-JMS-Consumer initialized
TID: [] [] [2024-07-09 12:37:08,226]  INFO {org.wso2.carbon.apimgt.common.jms.factory.JMSConnectionFactory} - JMS ConnectionFactory : Siddhi-JMS-Consumer initialized
TID: [] [] [2024-07-09 12:37:08,292]  INFO {org.wso2.carbon.inbound.endpoint.protocol.websocket.management.WebsocketEndpointManager} - Netty Listener already started on port 8099
TID: [] [] [2024-07-09 12:37:08,292]  INFO {org.wso2.carbon.inbound.endpoint.protocol.http.management.HTTPEndpointManager} - Listener is already started for port : 8021
TID: [] [] [2024-07-09 12:37:08,292]  INFO {org.wso2.carbon.inbound.endpoint.protocol.websocket.management.WebsocketEndpointManager} - Netty Listener already started on port 9099
TID: [] [] [2024-07-09 12:37:08,292]  INFO {org.wso2.carbon.inbound.endpoint.protocol.http.management.HTTPEndpointManager} - Listener is already started for port : 9021
TID: [] [] [2024-07-09 12:37:08,485]  INFO {org.wso2.carbon.andes.internal.QpidServiceComponent} - Activating Andes Message Broker Engine...
TID: [] [] [2024-07-09 12:37:08,878]  INFO {qpid.message.broker.listening} - [Broker] BRK-1002 : Starting : Listening on TCP port 5672
TID: [] [] [2024-07-09 12:37:08,882]  INFO {qpid.message.broker.listening} - [Broker] BRK-1002 : Starting : Listening on TCP/SSL port 8672
TID: [] [] [2024-07-09 12:37:08,926]  INFO {org.wso2.carbon.andes.internal.QpidServiceComponent} - AMQP Host Address : 0.0.0.0 Port : 5672
TID: [] [] [2024-07-09 12:37:08,926]  INFO {org.wso2.carbon.andes.internal.QpidServiceComponent} - Successfully connected to AMQP server on port 5672
TID: [] [] [2024-07-09 12:37:08,927]  INFO {org.wso2.carbon.andes.internal.QpidServiceComponent} - WSO2 Message Broker is started.
TID: [] [] [2024-07-09 12:37:09,039]  INFO {org.wso2.carbon.databridge.receiver.binary.internal.BinaryDataReceiver} - Started Binary SSL Transport on port : 9711
